,path
358,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_247_0.wav
359,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_326_4.wav
360,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_383_1.wav
361,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_80_6.wav
362,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_202_4.wav
363,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_326_0.wav
364,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_363_0.wav
365,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_138_2.wav
366,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_345_3.wav
367,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_46_4.wav
368,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_100_10.wav
369,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_80_2.wav
370,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_180_2.wav
371,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_239_2.wav
372,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_38_2.wav
373,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_416_5.wav
374,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_159_3.wav
375,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_324_2.wav
376,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_361_2.wav
377,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_27_5.wav
378,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_302_1.wav
379,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_347_1.wav
380,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_283_0.wav
381,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_182_0.wav
382,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_82_0.wav
383,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_220_3.wav
384,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_265_3.wav
385,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_42_0.wav
386,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_64_3.wav
387,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_387_1.wav
388,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_206_0.wav
389,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_243_0.wav
390,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_429_7.wav
391,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_285_6.wav
392,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_278_6.wav
393,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_142_0.wav
394,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_164_3.wav
395,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_319_2.wav
396,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_9_2.wav
397,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_298_3.wav
398,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_412_1.wav
399,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_107_0.wav
400,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_99_3.wav
401,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_267_1.wav
402,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_66_1.wav
403,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_434_2.wav
404,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_222_1.wav
405,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_204_2.wav
406,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_217_8.wav
407,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_23_1.wav
408,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_241_2.wav
409,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_385_3.wav
410,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_40_2.wav
411,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_166_1.wav
412,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_410_3.wav
413,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_378_3.wav
414,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_123_1.wav
415,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_140_2.wav
416,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_436_1.wav
417,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_378_2.wav
418,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_436_0.wav
419,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_410_2.wav
420,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_166_0.wav
421,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_40_3.wav
422,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_66_0.wav
423,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_385_2.wav
424,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_123_0.wav
425,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_267_0.wav
426,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_306_4.wav
427,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_23_0.wav
428,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_99_2.wav
429,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_222_0.wav
430,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_412_0.wav
431,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_142_1.wav
432,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_107_1.wav
433,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_298_2.wav
434,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_319_3.wav
435,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_278_7.wav
436,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_285_7.wav
437,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_164_2.wav
438,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_121_2.wav
439,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_387_0.wav
440,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_429_6.wav
441,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_199_2.wav
442,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_42_1.wav
443,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_206_1.wav
444,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_243_1.wav
445,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_64_2.wav
446,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_220_2.wav
447,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_21_2.wav
448,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_265_2.wav
449,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_182_1.wav
450,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_258_2.wav
451,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_82_1.wav
452,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_302_0.wav
453,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_283_1.wav
454,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_263_4.wav
455,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_347_0.wav
456,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_159_2.wav
457,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_27_4.wav
458,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_361_3.wav
459,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_324_3.wav
460,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_416_4.wav
461,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_239_3.wav
462,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_80_3.wav
463,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_100_11.wav
464,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_326_1.wav
465,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_46_5.wav
466,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_345_2.wav
467,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_300_0.wav
468,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_138_1.wav
469,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_363_1.wav
470,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_345_0.wav
471,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_363_3.wav
472,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_100_13.wav
473,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_25_4.wav
474,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_80_1.wav
475,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_281_1.wav
476,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_326_3.wav
477,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_46_7.wav
478,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_38_1.wav
479,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_180_1.wav
480,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_347_2.wav
481,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_239_1.wav
482,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_159_0.wav
483,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_302_2.wav
484,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_361_1.wav
485,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_27_6.wav
486,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_324_1.wav
487,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_283_3.wav
488,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_409_1.wav
489,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_82_3.wav
490,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_381_4.wav
491,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_101_5.wav
492,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_59_0.wav
493,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_258_0.wav
494,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_64_0.wav
495,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_21_0.wav
496,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_220_0.wav
497,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_265_0.wav
498,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_182_3.wav
499,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_429_4.wav
500,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_387_2.wav
501,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_285_5.wav
502,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_199_0.wav
503,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_278_5.wav
504,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_9_1.wav
505,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_434_1.wav
506,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_164_0.wav
507,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_319_1.wav
508,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_298_0.wav
509,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_121_0.wav
510,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_40_1.wav
511,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_412_2.wav
512,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_241_1.wav
513,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_99_0.wav
514,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_204_1.wav
515,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_66_2.wav
516,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_267_2.wav
517,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_23_2.wav
518,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_385_0.wav
519,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_105_1.wav
520,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_378_0.wav
521,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_123_2.wav
522,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_140_1.wav
523,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_166_2.wav
524,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_123_3.wav
525,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_410_1.wav
526,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_410_0.wav
527,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_140_0.wav
528,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_378_1.wav
529,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_105_0.wav
530,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_66_3.wav
531,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_385_1.wav
532,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_40_0.wav
533,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_241_0.wav
534,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_434_0.wav
535,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_412_3.wav
536,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_204_0.wav
537,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_99_1.wav
538,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_164_1.wav
539,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_79_4.wav
540,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_298_1.wav
541,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_319_0.wav
542,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_121_1.wav
543,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_387_3.wav
544,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_278_4.wav
545,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_9_0.wav
546,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_285_4.wav
547,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_199_1.wav
548,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_265_1.wav
549,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_429_5.wav
550,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_64_1.wav
551,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_21_1.wav
552,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_42_2.wav
553,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_182_2.wav
554,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_220_1.wav
555,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_258_1.wav
556,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_283_2.wav
557,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_101_4.wav
558,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_59_1.wav
559,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_82_2.wav
560,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_381_5.wav
561,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_324_0.wav
562,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_409_0.wav
563,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_159_1.wav
564,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_180_0.wav
565,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_361_0.wav
566,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_430_4.wav
567,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_302_3.wav
568,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_239_0.wav
569,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_80_0.wav
570,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_38_0.wav
571,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_281_0.wav
572,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_363_2.wav
573,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_46_6.wav
574,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_326_2.wav
575,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_25_5.wav
576,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_100_12.wav
577,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_138_0.wav
578,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_87_1.wav
579,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_286_1.wav
580,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_345_1.wav
581,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_300_1.wav
582,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_266_4.wav
583,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_307_0.wav
584,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_119_2.wav
585,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_342_0.wav
586,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_399_3.wav
587,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_187_1.wav
